Date,itemName,p_mean,p_75,p_25,weighting,p_mean_weighted,p_75_weighted,p_25 weighted
01/06/2006,Mushrooms,2.866555,3.38,2.3,0.09,0.25798995,0.3042,0.207
01/07/2006,Mushrooms,2.839231,3.365,2.29,0.09,0.25553079,0.30285,0.2061
01/08/2006,Mushrooms,2.88038,3.42,2.3,0.09,0.2592342,0.3078,0.207
01/09/2006,Mushrooms,2.9235,3.495,2.3,0.09,0.263115,0.31455,0.207
01/10/2006,Mushrooms,2.949542,3.44,2.32,0.09,0.26545878,0.3096,0.2088
01/11/2006,Mushrooms,2.936288,3.43,2.32,0.09,0.26426592,0.3087,0.2088
01/12/2006,Mushrooms,2.947612,3.49,2.3,0.09,0.26528508,0.3141,0.207
01/01/2007,Mushrooms,2.974654,3.5,2.38,0.09,0.26771886,0.315,0.2142
01/02/2007,Mushrooms,2.962431,3.5,2.38,0.09,0.26661879,0.315,0.2142
01/03/2007,Mushrooms,2.967491,3.49,2.39,0.09,0.26707419,0.3141,0.2151
01/04/2007,Mushrooms,2.98109,3.49,2.39,0.09,0.2682981,0.3141,0.2151
01/05/2007,Mushrooms,2.988137,3.5,2.43,0.09,0.26893233,0.315,0.2187
01/06/2007,Mushrooms,3.020154,3.5,2.48,0.09,0.27181386,0.315,0.2232
01/07/2007,Mushrooms,3.0271,3.5,2.39,0.09,0.272439,0.315,0.2151
01/08/2007,Mushrooms,3.046891,3.5,2.45,0.09,0.27422019,0.315,0.2205
01/09/2007,Mushrooms,3.032308,3.5,2.48,0.09,0.27290772,0.315,0.2232
01/10/2007,Mushrooms,3.017038,3.5,2.39,0.09,0.27153342,0.315,0.2151
01/11/2007,Mushrooms,3.002884,3.49,2.39,0.09,0.27025956,0.3141,0.2151
01/12/2007,Mushrooms,2.99947,3.44,2.48,0.09,0.2699523,0.3096,0.2232
01/01/2008,Mushrooms,3.004457,3.5,2.48,0.09,0.27040113,0.315,0.2232
01/02/2008,Mushrooms,2.982031,3.43,2.39,0.09,0.26838279,0.3087,0.2151
01/03/2008,Mushrooms,3.036717,3.48,2.49,0.09,0.27330453,0.3132,0.2241
01/04/2008,Mushrooms,3.01588,3.43,2.49,0.09,0.2714292,0.3087,0.2241
01/05/2008,Mushrooms,3.032395,3.5,2.49,0.09,0.27291555,0.315,0.2241
01/06/2008,Mushrooms,3.048506,3.5,2.49,0.09,0.27436554,0.315,0.2241
01/07/2008,Mushrooms,3.031019,3.5,2.4,0.09,0.27279171,0.315,0.216
01/08/2008,Mushrooms,3.080152,3.5,2.6,0.09,0.27721368,0.315,0.234
01/09/2008,Mushrooms,3.043245,3.5,2.49,0.09,0.27389205,0.315,0.2241
01/10/2008,Mushrooms,3.054286,3.5,2.49,0.09,0.27488574,0.315,0.2241
01/11/2008,Mushrooms,3.111636,3.5,2.69,0.09,0.28004724,0.315,0.2421
01/12/2008,Mushrooms,3.127185,3.52,2.64,0.09,0.28144665,0.3168,0.2376
01/01/2009,Mushrooms,3.192566,3.56,2.65,0.09,0.28733094,0.3204,0.2385
01/02/2009,Mushrooms,3.357826,3.6,2.96,0.09,0.30220434,0.324,0.2664
01/03/2009,Mushrooms,3.324586,3.56,2.89,0.09,0.29921274,0.3204,0.2601
01/04/2009,Mushrooms,3.316142,3.72,2.89,0.09,0.29845278,0.3348,0.2601
01/05/2009,Mushrooms,3.287549,3.78,2.71,0.09,0.29587941,0.3402,0.2439
01/06/2009,Mushrooms,3.311843,3.78,2.79,0.09,0.29806587,0.3402,0.2511
01/07/2009,Mushrooms,3.293256,3.8,2.79,0.09,0.29639304,0.342,0.2511
01/08/2009,Mushrooms,3.216977,3.78,2.64,0.09,0.28952793,0.3402,0.2376
01/09/2009,Mushrooms,3.224755,3.6,2.64,0.09,0.29022795,0.324,0.2376
01/10/2009,Mushrooms,3.218359,3.8,2.64,0.09,0.28965231,0.342,0.2376
01/11/2009,Mushrooms,3.230506,3.6,2.6,0.09,0.29074554,0.324,0.234
01/12/2009,Mushrooms,3.193534,3.6,2.6,0.09,0.28741806,0.324,0.234
01/01/2010,Mushrooms,3.256124,3.8,2.64,0.09,0.29305116,0.342,0.2376
01/02/2010,Mushrooms,3.225259,3.72,2.6,0.09,0.29027331,0.3348,0.234
01/03/2010,Mushrooms,3.235097,3.9,2.6,0.09,0.29115873,0.351,0.234
01/04/2010,Mushrooms,3.209962,3.8,2.64,0.09,0.28889658,0.342,0.2376
01/05/2010,Mushrooms,3.165687,3.61,2.54,0.09,0.28491183,0.3249,0.2286
01/06/2010,Mushrooms,3.2197,3.56,2.8,0.09,0.289773,0.3204,0.252
01/07/2010,Mushrooms,3.308945,3.8,2.87,0.09,0.29780505,0.342,0.2583
01/08/2010,Mushrooms,3.296336,3.9,2.86,0.09,0.29667024,0.351,0.2574
01/09/2010,Mushrooms,3.289278,3.96,2.65,0.09,0.29603502,0.3564,0.2385
01/10/2010,Mushrooms,3.213284,3.9,2.47,0.09,0.28919556,0.351,0.2223
01/11/2010,Mushrooms,3.177164,3.96,2.47,0.09,0.28594476,0.3564,0.2223
01/12/2010,Mushrooms,3.193423,3.96,2.47,0.09,0.28740807,0.3564,0.2223
01/01/2011,Mushrooms,3.179122,3.8,2.47,0.09,0.28612098,0.342,0.2223
01/02/2011,Mushrooms,3.167412,3.96,2.47,0.09,0.28506708,0.3564,0.2223
01/03/2011,Mushrooms,3.203245,3.96,2.47,0.09,0.28829205,0.3564,0.2223
01/04/2011,Mushrooms,3.19,3.8,2.47,0.09,0.2871,0.342,0.2223
01/05/2011,Mushrooms,3.283062,3.8,2.87,0.09,0.29547558,0.342,0.2583
01/06/2011,Mushrooms,3.258633,3.8,2.87,0.09,0.29327697,0.342,0.2583
01/07/2011,Mushrooms,3.29793,3.77,2.87,0.09,0.2968137,0.3393,0.2583
01/08/2011,Mushrooms,3.314,3.8,2.99,0.09,0.29826,0.342,0.2691
01/09/2011,Mushrooms,3.384563,3.8,2.99,0.09,0.30461067,0.342,0.2691
01/10/2011,Mushrooms,3.344944,3.8,2.89,0.09,0.30104496,0.342,0.2601
01/11/2011,Mushrooms,3.291769,3.62,2.89,0.09,0.29625921,0.3258,0.2601
01/12/2011,Mushrooms,3.289042,3.6,2.89,0.09,0.29601378,0.324,0.2601
01/01/2012,Mushrooms,3.263372,3.5,2.89,0.09,0.29370348,0.315,0.2601
01/02/2012,Mushrooms,3.262869,3.6,2.89,0.09,0.29365821,0.324,0.2601
01/03/2012,Mushrooms,3.277004,3.6,2.89,0.09,0.29493036,0.324,0.2601
01/04/2012,Mushrooms,3.20594,3.5,2.78,0.09,0.2885346,0.315,0.2502
01/05/2012,Mushrooms,3.266284,3.6,2.89,0.09,0.29396556,0.324,0.2601
01/06/2012,Mushrooms,3.233811,3.6,2.78,0.09,0.29104299,0.324,0.2502
01/07/2012,Mushrooms,3.258659,3.6,2.78,0.09,0.29327931,0.324,0.2502
01/08/2012,Mushrooms,3.2442,3.8,2.78,0.09,0.291978,0.342,0.2502
01/09/2012,Mushrooms,3.312022,3.9,2.78,0.09,0.29808198,0.351,0.2502
01/10/2012,Mushrooms,3.229488,3.5,2.78,0.09,0.29065392,0.315,0.2502
01/11/2012,Mushrooms,3.249272,3.64,2.78,0.09,0.29243448,0.3276,0.2502
01/12/2012,Mushrooms,3.248281,3.8,2.68,0.09,0.29234529,0.342,0.2412
01/01/2013,Mushrooms,3.274286,3.96,2.68,0.09,0.29468574,0.3564,0.2412
01/02/2013,Mushrooms,3.275336,3.89,2.68,0.09,0.29478024,0.3501,0.2412
01/03/2013,Mushrooms,3.296047,3.96,2.78,0.09,0.29664423,0.3564,0.2502
01/04/2013,Mushrooms,3.281833,3.8,2.68,0.09,0.29536497,0.342,0.2412
01/05/2013,Mushrooms,3.275817,3.95,2.68,0.09,0.29482353,0.3555,0.2412
01/06/2013,Mushrooms,3.25749,3.8,2.68,0.09,0.2931741,0.342,0.2412
01/07/2013,Mushrooms,3.27954,3.95,2.68,0.09,0.2951586,0.3555,0.2412
01/08/2013,Mushrooms,3.232437,3.64,2.68,0.09,0.29091933,0.3276,0.2412
01/09/2013,Mushrooms,3.25979,3.64,2.68,0.09,0.2933811,0.3276,0.2412
01/10/2013,Mushrooms,3.271116,3.64,2.68,0.09,0.29440044,0.3276,0.2412
01/11/2013,Mushrooms,3.263253,3.64,2.68,0.09,0.29369277,0.3276,0.2412
01/12/2013,Mushrooms,3.243135,3.64,2.68,0.09,0.29188215,0.3276,0.2412
01/01/2014,Mushrooms,3.32434,3.82,2.83,0.09,0.2991906,0.3438,0.2547
01/02/2014,Mushrooms,3.339436,3.96,2.68,0.09,0.30054924,0.3564,0.2412
01/03/2014,Mushrooms,3.341498,3.99,2.68,0.09,0.30073482,0.3591,0.2412
01/04/2014,Mushrooms,3.277871,3.64,2.68,0.09,0.29500839,0.3276,0.2412
01/05/2014,Mushrooms,3.350725,4,2.68,0.09,0.30156525,0.36,0.2412
01/06/2014,Mushrooms,3.34214,4,2.68,0.09,0.3007926,0.36,0.2412
01/07/2014,Mushrooms,3.336794,4,2.68,0.09,0.30031146,0.36,0.2412
01/08/2014,Mushrooms,3.280152,3.64,2.68,0.09,0.29521368,0.3276,0.2412
01/09/2014,Mushrooms,3.346978,4,2.68,0.09,0.30122802,0.36,0.2412
01/10/2014,Mushrooms,3.343459,4,2.7,0.09,0.30091131,0.36,0.243
01/11/2014,Mushrooms,3.291929,3.64,2.7,0.09,0.29627361,0.3276,0.243
01/12/2014,Mushrooms,3.346288,3.97,2.68,0.09,0.30116592,0.3573,0.2412
01/01/2015,Mushrooms,3.37394,4,2.68,0.09,0.3036546,0.36,0.2412
01/02/2015,Mushrooms,3.159382,3.5,2.7,0.09,0.28434438,0.315,0.243
01/03/2015,Mushrooms,3.3369,3.99,2.68,0.09,0.300321,0.3591,0.2412
01/04/2015,Mushrooms,3.361905,4,2.7,0.09,0.30257145,0.36,0.243
01/05/2015,Mushrooms,3.369154,3.98,2.85,0.09,0.30322386,0.3582,0.2565
01/06/2015,Mushrooms,3.371465,3.99,2.85,0.09,0.30343185,0.3591,0.2565
01/07/2015,Mushrooms,3.214015,3.44,2.8,0.09,0.28926135,0.3096,0.252
01/08/2015,Mushrooms,3.223829,3.43,2.85,0.09,0.29014461,0.3087,0.2565
01/09/2015,Mushrooms,3.236023,3.435,2.85,0.09,0.29124207,0.30915,0.2565
01/10/2015,Mushrooms,3.159851,3.33,2.68,0.09,0.28438659,0.2997,0.2412
01/11/2015,Mushrooms,3.16322,3.32,2.68,0.09,0.2846898,0.2988,0.2412
01/12/2015,Mushrooms,3.138439,3.33,2.75,0.09,0.28245951,0.2997,0.2475
01/01/2016,Mushrooms,3.173383,3.31,2.75,0.09,0.28560447,0.2979,0.2475
01/02/2016,Mushrooms,3.128716,3.3,2.75,0.09,0.28158444,0.297,0.2475
01/03/2016,Mushrooms,3.087538,3.3,2.68,0.09,0.27787842,0.297,0.2412
01/04/2016,Mushrooms,3.123011,3.3,2.68,0.09,0.28107099,0.297,0.2412
01/05/2016,Mushrooms,3.097574,3.3,2.775,0.09,0.27878166,0.297,0.24975
01/06/2016,Mushrooms,3.080868,3.3,2.68,0.09,0.27727812,0.297,0.2412
01/07/2016,Mushrooms,3.10797,3.3,2.8,0.09,0.2797173,0.297,0.252
01/08/2016,Mushrooms,3.10687,3.3,2.8,0.09,0.2796183,0.297,0.252
01/09/2016,Mushrooms,3.0325,3.3,2.65,0.09,0.272925,0.297,0.2385
01/10/2016,Mushrooms,3.071007,3.31,2.67,0.09,0.27639063,0.2979,0.2403
01/11/2016,Mushrooms,2.985878,3.3,2.51,0.09,0.26872902,0.297,0.2259
01/12/2016,Mushrooms,3.006813,3.33,2.65,0.09,0.27061317,0.2997,0.2385
01/01/2017,Mushrooms,3.056829,3.5,2.65,0.09,0.27511461,0.315,0.2385
01/02/2017,Mushrooms,3.111595,3.5,2.68,0.09,0.28004355,0.315,0.2412
01/03/2017,Mushrooms,3.108409,3.545,2.68,0.09,0.27975681,0.31905,0.2412
01/04/2017,Mushrooms,3.199811,3.56,2.7,0.09,0.28798299,0.3204,0.243
01/05/2017,Mushrooms,3.227192,3.56,2.755,0.09,0.29044728,0.3204,0.24795
01/06/2017,Mushrooms,3.2035,3.51,2.76,0.09,0.288315,0.3159,0.2484
01/07/2017,Mushrooms,3.165862,3.56,2.7,0.09,0.28492758,0.3204,0.243
01/08/2017,Mushrooms,3.168881,3.56,2.68,0.09,0.28519929,0.3204,0.2412
01/09/2017,Mushrooms,3.158419,3.56,2.68,0.09,0.28425771,0.3204,0.2412
01/10/2017,Mushrooms,3.207065,3.56,2.7,0.09,0.28863585,0.3204,0.243
01/11/2017,Mushrooms,3.210863,3.56,2.7,0.09,0.28897767,0.3204,0.243
01/12/2017,Mushrooms,3.222079,3.56,2.7,0.09,0.28998711,0.3204,0.243
01/01/2018,Mushrooms,3.247345,3.56,2.72,0.09,0.29226105,0.3204,0.2448
01/02/2018,Mushrooms,3.20337,3.5,2.7,0.09,0.2883033,0.315,0.243
01/03/2018,Mushrooms,3.234528,3.5,2.7,0.09,0.29110752,0.315,0.243
01/04/2018,Mushrooms,3.199855,3.5,2.7,0.09,0.28798695,0.315,0.243
01/05/2018,Mushrooms,3.191465,3.5,2.7,0.09,0.28723185,0.315,0.243
01/06/2018,Mushrooms,3.177395,3.44,2.75,0.09,0.28596555,0.3096,0.2475
01/07/2018,Mushrooms,3.205701,3.45,2.71,0.09,0.28851309,0.3105,0.2439
01/08/2018,Mushrooms,3.223382,3.45,2.7,0.09,0.29010438,0.3105,0.243
01/09/2018,Mushrooms,3.262184,3.5,2.7,0.09,0.29359656,0.315,0.243
01/10/2018,Mushrooms,3.225065,3.43,2.7,0.09,0.29025585,0.3087,0.243
01/11/2018,Mushrooms,3.267587,3.5,2.7,0.09,0.29408283,0.315,0.243
01/12/2018,Mushrooms,3.225147,3.5,2.7,0.09,0.29026323,0.315,0.243
01/01/2019,Mushrooms,3.29315,3.5,2.8,0.09,0.2963835,0.315,0.252
01/02/2019,Mushrooms,3.264753,3.5,2.75,0.09,0.29382777,0.315,0.2475
01/03/2019,Mushrooms,3.228063,3.44,2.7,0.09,0.29052567,0.3096,0.243
01/04/2019,Mushrooms,3.199138,3.5,2.7,0.09,0.28792242,0.315,0.243
01/05/2019,Mushrooms,3.251473,3.48,2.7,0.09,0.29263257,0.3132,0.243
01/06/2019,Mushrooms,3.241892,3.44,2.7,0.09,0.29177028,0.3096,0.243
01/07/2019,Mushrooms,3.229297,3.43,2.75,0.09,0.29063673,0.3087,0.2475
01/08/2019,Mushrooms,3.264168,3.44,2.75,0.09,0.29377512,0.3096,0.2475
01/09/2019,Mushrooms,3.214288,3.44,2.71,0.09,0.28928592,0.3096,0.2439
01/10/2019,Mushrooms,3.20313,3.44,2.75,0.09,0.2882817,0.3096,0.2475
01/11/2019,Mushrooms,3.211544,3.44,2.75,0.09,0.28903896,0.3096,0.2475
01/12/2019,Mushrooms,3.245594,3.44,2.75,0.09,0.29210346,0.3096,0.2475
01/01/2020,Mushrooms,3.256497,3.44,2.75,0.09,0.29308473,0.3096,0.2475
01/02/2020,Mushrooms,3.38587,3.5,2.99,0.09,0.3047283,0.315,0.2691
01/03/2020,Mushrooms,3.234915,3.5,2.75,0.09,0.29114235,0.315,0.2475
01/04/2020,Mushrooms,3.28928,3.33,2.75,0.09,0.2960352,0.2997,0.2475
01/05/2020,Mushrooms,3.651022,4,2.99,0.09,0.32859198,0.36,0.2691
01/06/2020,Mushrooms,3.770072,4.5,3.125,0.09,0.33930648,0.405,0.28125
01/07/2020,Mushrooms,3.674118,4.4,3,0.09,0.33067062,0.396,0.27
01/08/2020,Mushrooms,3.288729,3.5,2.75,0.09,0.29598561,0.315,0.2475
01/09/2020,Mushrooms,3.35779,3.6,2.8,0.09,0.3022011,0.324,0.252
01/10/2020,Mushrooms,3.367495,3.6,2.75,0.09,0.30307455,0.324,0.2475
01/11/2020,Mushrooms,3.442379,3.6,2.75,0.09,0.30981411,0.324,0.2475
01/12/2020,Mushrooms,3.131929,3.5,2.75,0.09,0.28187361,0.315,0.2475
01/01/2021,Mushrooms,3.367393,3.34,2.99,0.09,0.30306537,0.3006,0.2691
01/02/2021,Mushrooms,3.382788,3.34,2.99,0.09,0.30445092,0.3006,0.2691
01/03/2021,Mushrooms,3.359086,3.34,2.99,0.09,0.30231774,0.3006,0.2691
01/04/2021,Mushrooms,3.388342,3.39,3.15,0.09,0.30495078,0.3051,0.2835
01/05/2021,Mushrooms,3.395481,3.365,3.12,0.09,0.30559329,0.30285,0.2808
01/06/2021,Mushrooms,3.356546,3.5,3.12,0.09,0.30208914,0.315,0.2808
01/07/2021,Mushrooms,3.3938,3.52,3.15,0.09,0.305442,0.3168,0.2835
01/08/2021,Mushrooms,3.376337,3.6,3,0.09,0.30387033,0.324,0.27
01/09/2021,Mushrooms,3.452292,3.52,3,0.09,0.31070628,0.3168,0.27
01/10/2021,Mushrooms,3.46412,3.6,3,0.09,0.3117708,0.324,0.27
01/11/2021,Mushrooms,3.539489,3.67,3.15,0.09,0.31855401,0.3303,0.2835
01/12/2021,Mushrooms,3.517183,3.67,3.15,0.09,0.31654647,0.3303,0.2835
01/01/2022,Mushrooms,3.594589,3.67,3.17,0.09,0.32351301,0.3303,0.2853
01/02/2022,Mushrooms,3.599331,3.8,3.15,0.09,0.32393979,0.342,0.2835
01/03/2022,Mushrooms,3.604026,3.67,3.15,0.09,0.32436234,0.3303,0.2835
01/04/2022,Mushrooms,3.58268,3.8,3.15,0.09,0.3224412,0.342,0.2835
01/05/2022,Mushrooms,3.625207,3.8,3.17,0.09,0.32626863,0.342,0.2853
01/06/2022,Mushrooms,3.668582,3.8,3.17,0.09,0.33017238,0.342,0.2853
01/07/2022,Mushrooms,3.668265,3.83,3.085,0.09,0.33014385,0.3447,0.27765
01/08/2022,Mushrooms,3.722978,3.9,3,0.09,0.33506802,0.351,0.27
01/09/2022,Mushrooms,3.71894,3.96,3,0.09,0.3347046,0.3564,0.27
01/10/2022,Mushrooms,3.758752,3.99,3,0.09,0.33828768,0.3591,0.27
01/11/2022,Mushrooms,3.815124,4,3,0.09,0.34336116,0.36,0.27
01/01/2006,Sausage,4.024252,4.8,3.4,0.12,0.48291024,0.576,0.408
01/02/2006,Sausage,3.97849,4.7,3.33,0.12,0.4774188,0.564,0.3996
01/03/2006,Sausage,4.004332,4.82,3.31,0.12,0.48051984,0.5784,0.3972
01/04/2006,Sausage,3.96232,4.7,3.31,0.12,0.4754784,0.564,0.3972
01/05/2006,Sausage,3.968138,4.78,3.31,0.12,0.47617656,0.5736,0.3972
01/06/2006,Sausage,4.040083,4.815,3.5,0.12,0.48480996,0.5778,0.42
01/07/2006,Sausage,3.998216,4.81,3.4,0.12,0.47978592,0.5772,0.408
01/08/2006,Sausage,4.018145,4.84,3.395,0.12,0.4821774,0.5808,0.4074
01/09/2006,Sausage,4.039922,4.83,3.4,0.12,0.48479064,0.5796,0.408
01/10/2006,Sausage,4.094252,4.84,3.53,0.12,0.49131024,0.5808,0.4236
01/11/2006,Sausage,4.066578,4.82,3.48,0.12,0.48798936,0.5784,0.4176
01/12/2006,Sausage,4.123077,4.83,3.56,0.12,0.49476924,0.5796,0.4272
01/01/2007,Sausage,4.117008,4.85,3.49,0.12,0.49404096,0.582,0.4188
01/02/2007,Sausage,4.16122,4.85,3.5,0.12,0.4993464,0.582,0.42
01/03/2007,Sausage,4.194821,4.85,3.5,0.12,0.50337852,0.582,0.42
01/04/2007,Sausage,4.189438,4.85,3.53,0.12,0.50273256,0.582,0.4236
01/05/2007,Sausage,4.161395,4.85,3.49,0.12,0.4993674,0.582,0.4188
01/06/2007,Sausage,4.2122,4.9,3.51,0.12,0.505464,0.588,0.4212
01/07/2007,Sausage,4.202631,4.9,3.51,0.12,0.50431572,0.588,0.4212
01/08/2007,Sausage,4.130359,4.89,3.41,0.12,0.49564308,0.5868,0.4092
01/09/2007,Sausage,4.165883,4.98,3.41,0.12,0.49990596,0.5976,0.4092
01/10/2007,Sausage,4.19112,4.98,3.48,0.12,0.5029344,0.5976,0.4176
01/11/2007,Sausage,4.173019,4.98,3.31,0.12,0.50076228,0.5976,0.3972
01/12/2007,Sausage,4.200157,4.99,3.41,0.12,0.50401884,0.5988,0.4092
01/01/2008,Sausage,4.236786,5,3.45,0.12,0.50841432,0.6,0.414
01/02/2008,Sausage,4.199157,5,3.29,0.12,0.50389884,0.6,0.3948
01/03/2008,Sausage,4.215693,5.1,3.24,0.12,0.50588316,0.612,0.3888
01/04/2008,Sausage,4.320977,5.17,3.31,0.12,0.51851724,0.6204,0.3972
01/05/2008,Sausage,4.460079,5.39,3.61,0.12,0.53520948,0.6468,0.4332
01/06/2008,Sausage,4.498308,5.495,3.73,0.12,0.53979696,0.6594,0.4476
01/07/2008,Sausage,4.601554,5.5,3.73,0.12,0.55218648,0.66,0.4476
01/08/2008,Sausage,4.744737,5.5,4.01,0.12,0.56936844,0.66,0.4812
01/09/2008,Sausage,4.71813,5.54,3.95,0.12,0.5661756,0.6648,0.474
01/10/2008,Sausage,4.765282,5.71,3.97,0.12,0.57183384,0.6852,0.4764
01/11/2008,Sausage,4.831807,5.73,4.15,0.12,0.57981684,0.6876,0.498
01/12/2008,Sausage,4.738174,5.705,3.945,0.12,0.56858088,0.6846,0.4734
01/01/2009,Sausage,4.851191,5.8,4.065,0.12,0.58214292,0.696,0.4878
01/02/2009,Sausage,4.94076,5.85,4.18,0.12,0.5928912,0.702,0.5016
01/03/2009,Sausage,4.9017,5.8,3.96,0.12,0.588204,0.696,0.4752
01/04/2009,Sausage,4.836063,5.77,3.92,0.12,0.58032756,0.6924,0.4704
01/05/2009,Sausage,4.943985,5.88,4.155,0.12,0.5932782,0.7056,0.4986
01/06/2009,Sausage,4.974877,5.94,4.15,0.12,0.59698524,0.7128,0.498
01/07/2009,Sausage,4.95629,5.945,4.19,0.12,0.5947548,0.7134,0.5028
01/08/2009,Sausage,4.938,5.93,4.145,0.12,0.59256,0.7116,0.4974
01/09/2009,Sausage,4.96755,5.9,4.19,0.12,0.596106,0.708,0.5028
01/10/2009,Sausage,4.877305,5.91,4.12,0.12,0.5852766,0.7092,0.4944
01/11/2009,Sausage,4.871822,5.92,3.92,0.12,0.58461864,0.7104,0.4704
01/12/2009,Sausage,4.926846,5.925,4.13,0.12,0.59122152,0.711,0.4956
01/01/2010,Sausage,4.8625,5.925,4.12,0.12,0.5835,0.711,0.4944
01/02/2010,Sausage,4.813724,5.85,4.06,0.12,0.57764688,0.702,0.4872
01/03/2010,Sausage,4.785425,5.72,4.12,0.12,0.574251,0.6864,0.4944
01/04/2010,Sausage,4.770643,5.73,3.99,0.12,0.57247716,0.6876,0.4788
01/05/2010,Sausage,4.797628,5.73,4.19,0.12,0.57571536,0.6876,0.5028
01/06/2010,Sausage,4.823817,5.88,4.07,0.12,0.57885804,0.7056,0.4884
01/07/2010,Sausage,4.811565,5.9,4.18,0.12,0.5773878,0.708,0.5016
01/08/2010,Sausage,4.825635,5.85,4.18,0.12,0.5790762,0.702,0.5016
01/09/2010,Sausage,4.81564,5.88,4,0.12,0.5778768,0.7056,0.48
01/10/2010,Sausage,4.88192,5.98,4.19,0.12,0.5858304,0.7176,0.5028
01/11/2010,Sausage,4.889765,5.98,4.18,0.12,0.5867718,0.7176,0.5016
01/12/2010,Sausage,4.898566,5.98,4.19,0.12,0.58782792,0.7176,0.5028
01/01/2011,Sausage,4.915156,5.99,4.255,0.12,0.58981872,0.7188,0.5106
01/02/2011,Sausage,4.985618,5.99,4.34,0.12,0.59827416,0.7188,0.5208
01/03/2011,Sausage,4.896115,5.98,3.86,0.12,0.5875338,0.7176,0.4632
01/04/2011,Sausage,5.01276,6.16,4.34,0.12,0.6015312,0.7392,0.5208
01/05/2011,Sausage,5.024392,6.18,4.34,0.12,0.60292704,0.7416,0.5208
01/06/2011,Sausage,5.096797,6.19,4.34,0.12,0.61161564,0.7428,0.5208
01/07/2011,Sausage,5.080235,6.225,3.94,0.12,0.6096282,0.747,0.4728
01/08/2011,Sausage,5.060078,6.28,3.92,0.12,0.60720936,0.7536,0.4704
01/09/2011,Sausage,5.092765,6.32,4.27,0.12,0.6111318,0.7584,0.5124
01/10/2011,Sausage,5.017318,6.18,3.72,0.12,0.60207816,0.7416,0.4464
01/11/2011,Sausage,5.140512,6.28,4.34,0.12,0.61686144,0.7536,0.5208
01/12/2011,Sausage,5.102804,6.35,4.34,0.12,0.61233648,0.762,0.5208
01/01/2012,Sausage,5.169122,6.35,4.34,0.12,0.62029464,0.762,0.5208
01/02/2012,Sausage,5.330772,6.6,4.36,0.12,0.63969264,0.792,0.5232
01/03/2012,Sausage,5.212129,6.59,3.93,0.12,0.62545548,0.7908,0.4716
01/04/2012,Sausage,5.284336,6.59,4.08,0.12,0.63412032,0.7908,0.4896
01/05/2012,Sausage,5.233307,6.58,3.96,0.12,0.62799684,0.7896,0.4752
01/06/2012,Sausage,5.239727,6.5,3.9,0.12,0.62876724,0.78,0.468
01/07/2012,Sausage,5.294274,6.5,4.08,0.12,0.63531288,0.78,0.4896
01/08/2012,Sausage,5.270194,6.58,4.08,0.12,0.63242328,0.7896,0.4896
01/09/2012,Sausage,5.25645,6.58,3.96,0.12,0.630774,0.7896,0.4752
01/10/2012,Sausage,5.332529,6.58,4.17,0.12,0.63990348,0.7896,0.5004
01/11/2012,Sausage,5.37397,6.59,4.38,0.12,0.6448764,0.7908,0.5256
01/12/2012,Sausage,5.438517,6.75,4.38,0.12,0.65262204,0.81,0.5256
01/01/2013,Sausage,5.521597,6.62,4.38,0.12,0.66259164,0.7944,0.5256
01/02/2013,Sausage,5.482252,6.78,4.38,0.12,0.65787024,0.8136,0.5256
01/03/2013,Sausage,5.385963,6.78,3.94,0.12,0.64631556,0.8136,0.4728
01/04/2013,Sausage,5.521579,6.85,4.38,0.12,0.66258948,0.822,0.5256
01/05/2013,Sausage,5.613504,6.92,4.38,0.12,0.67362048,0.8304,0.5256
01/06/2013,Sausage,5.594771,6.9,4.4,0.12,0.67137252,0.828,0.528
01/07/2013,Sausage,5.7226,6.9,4.41,0.12,0.686712,0.828,0.5292
01/08/2013,Sausage,5.61246,6.77,4.41,0.12,0.6734952,0.8124,0.5292
01/09/2013,Sausage,5.56562,6.79,4.41,0.12,0.6678744,0.8148,0.5292
01/10/2013,Sausage,5.650038,6.89,4.41,0.12,0.67800456,0.8268,0.5292
01/11/2013,Sausage,5.704313,6.95,4.41,0.12,0.68451756,0.834,0.5292
01/12/2013,Sausage,5.703926,6.97,4.41,0.12,0.68447112,0.8364,0.5292
01/01/2014,Sausage,5.636103,6.96,4.41,0.12,0.67633236,0.8352,0.5292
01/02/2014,Sausage,5.766878,6.99,4.41,0.12,0.69202536,0.8388,0.5292
01/03/2014,Sausage,5.719387,6.95,4.41,0.12,0.68632644,0.834,0.5292
01/04/2014,Sausage,5.659151,6.97,4.39,0.12,0.67909812,0.8364,0.5268
01/05/2014,Sausage,5.707757,6.95,4.48,0.12,0.68493084,0.834,0.5376
01/06/2014,Sausage,5.640868,6.94,4.41,0.12,0.67690416,0.8328,0.5292
01/07/2014,Sausage,5.67572,6.98,4.41,0.12,0.6810864,0.8376,0.5292
01/08/2014,Sausage,5.606099,6.96,4.135,0.12,0.67273188,0.8352,0.4962
01/09/2014,Sausage,5.630696,6.97,4.41,0.12,0.67568352,0.8364,0.5292
01/10/2014,Sausage,5.745564,6.99,4.41,0.12,0.68946768,0.8388,0.5292
01/11/2014,Sausage,5.66612,6.995,4.19,0.12,0.6799344,0.8394,0.5028
01/12/2014,Sausage,5.680709,7,4.385,0.12,0.68168508,0.84,0.5262
